image_path,label,gen,form,base_id,base_name,silhouette_path
data/images/hq/035.png,clefairy,1,,35,clefairy,data/images/silhouette/035.png
data/images/hq/036.png,clefable,1,,36,clefable,data/images/silhouette/036.png
data/images/hq/037-Alola.png,vulpix-alola,1,alola,37,vulpix,data/images/silhouette/037-Alola.png
data/images/hq/037.png,vulpix,1,,37,vulpix,data/images/silhouette/037.png
data/images/hq/038-Alola.png,ninetales-alola,1,alola,38,ninetales,data/images/silhouette/038-Alola.png
data/images/hq/038.png,ninetales,1,,38,ninetales,data/images/silhouette/038.png
data/images/hq/039.png,jigglypuff,1,,39,jigglypuff,data/images/silhouette/039.png
data/images/hq/040.png,wigglytuff,1,,40,wigglytuff,data/images/silhouette/040.png
data/images/hq/041.png,zubat,1,,41,zubat,data/images/silhouette/041.png
data/images/hq/042.png,golbat,1,,42,golbat,data/images/silhouette/042.png
data/images/hq/043.png,oddish,1,,43,oddish,data/images/silhouette/043.png
data/images/hq/044.png,gloom,1,,44,gloom,data/images/silhouette/044.png
data/images/hq/045.png,vileplume,1,,45,vileplume,data/images/silhouette/045.png
data/images/hq/046.png,paras,1,,46,paras,data/images/silhouette/046.png
data/images/hq/047.png,parasect,1,,47,parasect,data/images/silhouette/047.png
data/images/hq/048.png,venonat,1,,48,venonat,data/images/silhouette/048.png
data/images/hq/049.png,venomoth,1,,49,venomoth,data/images/silhouette/049.png
data/images/hq/050-Alola.png,diglett-alola,1,alola,50,diglett,data/images/silhouette/050-Alola.png
data/images/hq/050.png,diglett,1,,50,diglett,data/images/silhouette/050.png
data/images/hq/051-Alola.png,dugtrio-alola,1,alola,51,dugtrio,data/images/silhouette/051-Alola.png
data/images/hq/051.png,dugtrio,1,,51,dugtrio,data/images/silhouette/051.png
data/images/hq/052-Alola.png,meowth-alola,1,alola,52,meowth,data/images/silhouette/052-Alola.png
data/images/hq/052-Galar.png,meowth-galar,1,galar,52,meowth,data/images/silhouette/052-Galar.png
data/images/hq/052-Gmax.png,meowth-gmax,1,gmax,52,meowth,data/images/silhouette/052-Gmax.png
data/images/hq/052.png,meowth,1,,52,meowth,data/images/silhouette/052.png
data/images/hq/053-Alola.png,persian-alola,1,alola,53,persian,data/images/silhouette/053-Alola.png
data/images/hq/053.png,persian,1,,53,persian,data/images/silhouette/053.png
data/images/hq/054.png,psyduck,1,,54,psyduck,data/images/silhouette/054.png
data/images/hq/055.png,golduck,1,,55,golduck,data/images/silhouette/055.png
data/images/hq/056.png,mankey,1,,56,mankey,data/images/silhouette/056.png
data/images/hq/057.png,primeape,1,,57,primeape,data/images/silhouette/057.png
data/images/hq/058-Hisui.png,growlithe-hisui,1,hisui,58,growlithe,data/images/silhouette/058-Hisui.png
data/images/hq/058.png,growlithe,1,,58,growlithe,data/images/silhouette/058.png
data/images/hq/059-Hisui.png,arcanine-hisui,1,hisui,59,arcanine,data/images/silhouette/059-Hisui.png
data/images/hq/059.png,arcanine,1,,59,arcanine,data/images/silhouette/059.png
data/images/hq/060.png,poliwag,1,,60,poliwag,data/images/silhouette/060.png
data/images/hq/061.png,poliwhirl,1,,61,poliwhirl,data/images/silhouette/061.png
data/images/hq/062.png,poliwrath,1,,62,poliwrath,data/images/silhouette/062.png
data/images/hq/063.png,abra,1,,63,abra,data/images/silhouette/063.png
data/images/hq/064.png,kadabra,1,,64,kadabra,data/images/silhouette/064.png
data/images/hq/065-Mega.png,alakazam-mega,1,mega,65,alakazam,data/images/silhouette/065-Mega.png
data/images/hq/065.png,alakazam,1,,65,alakazam,data/images/silhouette/065.png
data/images/hq/066.png,machop,1,,66,machop,data/images/silhouette/066.png
data/images/hq/067.png,machoke,1,,67,machoke,data/images/silhouette/067.png
data/images/hq/068-Gmax.png,machamp-gmax,1,gmax,68,machamp,data/images/silhouette/068-Gmax.png
data/images/hq/068.png,machamp,1,,68,machamp,data/images/silhouette/068.png
data/images/hq/069.png,bellsprout,1,,69,bellsprout,data/images/silhouette/069.png
data/images/hq/070.png,weepinbell,1,,70,weepinbell,data/images/silhouette/070.png
data/images/hq/071.png,victreebel,1,,71,victreebel,data/images/silhouette/071.png
data/images/hq/072.png,tentacool,1,,72,tentacool,data/images/silhouette/072.png
data/images/hq/073.png,tentacruel,1,,73,tentacruel,data/images/silhouette/073.png
data/images/hq/074-Alola.png,geodude-alola,1,alola,74,geodude,data/images/silhouette/074-Alola.png
data/images/hq/074.png,geodude,1,,74,geodude,data/images/silhouette/074.png
data/images/hq/075-Alola.png,graveler-alola,1,alola,75,graveler,data/images/silhouette/075-Alola.png
data/images/hq/075.png,graveler,1,,75,graveler,data/images/silhouette/075.png
data/images/hq/076-Alola.png,golem-alola,1,alola,76,golem,data/images/silhouette/076-Alola.png
data/images/hq/076.png,golem,1,,76,golem,data/images/silhouette/076.png
data/images/hq/077-Galar.png,ponyta-galar,1,galar,77,ponyta,data/images/silhouette/077-Galar.png
data/images/hq/077.png,ponyta,1,,77,ponyta,data/images/silhouette/077.png
data/images/hq/078-Galar.png,rapidash-galar,1,galar,78,rapidash,data/images/silhouette/078-Galar.png
data/images/hq/078.png,rapidash,1,,78,rapidash,data/images/silhouette/078.png
data/images/hq/079-Galar.png,slowpoke-galar,1,galar,79,slowpoke,data/images/silhouette/079-Galar.png
data/images/hq/079.png,slowpoke,1,,79,slowpoke,data/images/silhouette/079.png
data/images/hq/080-Galar.png,slowbro-galar,1,galar,80,slowbro,data/images/silhouette/080-Galar.png
data/images/hq/080-Mega.png,slowbro-mega,1,mega,80,slowbro,data/images/silhouette/080-Mega.png
data/images/hq/080.png,slowbro,1,,80,slowbro,data/images/silhouette/080.png
data/images/hq/081.png,magnemite,1,,81,magnemite,data/images/silhouette/081.png
data/images/hq/082.png,magneton,1,,82,magneton,data/images/silhouette/082.png
data/images/hq/083-Galar.png,farfetchd-galar,1,galar,83,farfetchd,data/images/silhouette/083-Galar.png
data/images/hq/083.png,farfetchd,1,,83,farfetchd,data/images/silhouette/083.png
data/images/hq/084.png,doduo,1,,84,doduo,data/images/silhouette/084.png
data/images/hq/085.png,dodrio,1,,85,dodrio,data/images/silhouette/085.png
data/images/hq/086.png,seel,1,,86,seel,data/images/silhouette/086.png
data/images/hq/087.png,dewgong,1,,87,dewgong,data/images/silhouette/087.png
data/images/hq/088-Alola.png,grimer-alola,1,alola,88,grimer,data/images/silhouette/088-Alola.png
data/images/hq/088.png,grimer,1,,88,grimer,data/images/silhouette/088.png
data/images/hq/089-Alola.png,muk-alola,1,alola,89,muk,data/images/silhouette/089-Alola.png
data/images/hq/089.png,muk,1,,89,muk,data/images/silhouette/089.png
data/images/hq/090.png,shellder,1,,90,shellder,data/images/silhouette/090.png
data/images/hq/091.png,cloyster,1,,91,cloyster,data/images/silhouette/091.png
data/images/hq/092.png,gastly,1,,92,gastly,data/images/silhouette/092.png
data/images/hq/093.png,haunter,1,,93,haunter,data/images/silhouette/093.png
data/images/hq/094-Gmax.png,gengar-gmax,1,gmax,94,gengar,data/images/silhouette/094-Gmax.png
data/images/hq/094-Mega.png,gengar-mega,1,mega,94,gengar,data/images/silhouette/094-Mega.png
data/images/hq/094.png,gengar,1,,94,gengar,data/images/silhouette/094.png
data/images/hq/095.png,onix,1,,95,onix,data/images/silhouette/095.png
data/images/hq/096.png,drowzee,1,,96,drowzee,data/images/silhouette/096.png
data/images/hq/097.png,hypno,1,,97,hypno,data/images/silhouette/097.png
data/images/hq/098.png,krabby,1,,98,krabby,data/images/silhouette/098.png
data/images/hq/099-Gmax.png,kingler-gmax,1,gmax,99,kingler,data/images/silhouette/099-Gmax.png
data/images/hq/099.png,kingler,1,,99,kingler,data/images/silhouette/099.png
data/images/hq/100-Hisui.png,voltorb-hisui,1,hisui,100,voltorb,data/images/silhouette/100-Hisui.png
data/images/hq/100.png,voltorb,1,,100,voltorb,data/images/silhouette/100.png
data/images/hq/101-Hisui.png,electrode-hisui,1,hisui,101,electrode,data/images/silhouette/101-Hisui.png
data/images/hq/101.png,electrode,1,,101,electrode,data/images/silhouette/101.png
data/images/hq/102.png,exeggcute,1,,102,exeggcute,data/images/silhouette/102.png
data/images/hq/103-Alola.png,exeggutor-alola,1,alola,103,exeggutor,data/images/silhouette/103-Alola.png
data/images/hq/103.png,exeggutor,1,,103,exeggutor,data/images/silhouette/103.png
data/images/hq/104.png,cubone,1,,104,cubone,data/images/silhouette/104.png
data/images/hq/105-Alola.png,marowak-alola,1,alola,105,marowak,data/images/silhouette/105-Alola.png
data/images/hq/105.png,marowak,1,,105,marowak,data/images/silhouette/105.png
data/images/hq/106.png,hitmonlee,1,,106,hitmonlee,data/images/silhouette/106.png
data/images/hq/107.png,hitmonchan,1,,107,hitmonchan,data/images/silhouette/107.png
data/images/hq/108.png,lickitung,1,,108,lickitung,data/images/silhouette/108.png
data/images/hq/109.png,koffing,1,,109,koffing,data/images/silhouette/109.png
data/images/hq/110-Galar.png,weezing-galar,1,galar,110,weezing,data/images/silhouette/110-Galar.png
data/images/hq/110.png,weezing,1,,110,weezing,data/images/silhouette/110.png
data/images/hq/111.png,rhyhorn,1,,111,rhyhorn,data/images/silhouette/111.png
data/images/hq/112.png,rhydon,1,,112,rhydon,data/images/silhouette/112.png
data/images/hq/113.png,chansey,1,,113,chansey,data/images/silhouette/113.png
data/images/hq/114.png,tangela,1,,114,tangela,data/images/silhouette/114.png
data/images/hq/115-Mega.png,kangaskhan-mega,1,mega,115,kangaskhan,data/images/silhouette/115-Mega.png
data/images/hq/115.png,kangaskhan,1,,115,kangaskhan,data/images/silhouette/115.png
data/images/hq/116.png,horsea,1,,116,horsea,data/images/silhouette/116.png
data/images/hq/117.png,seadra,1,,117,seadra,data/images/silhouette/117.png
data/images/hq/118.png,goldeen,1,,118,goldeen,data/images/silhouette/118.png
data/images/hq/119.png,seaking,1,,119,seaking,data/images/silhouette/119.png
data/images/hq/120.png,staryu,1,,120,staryu,data/images/silhouette/120.png
data/images/hq/121.png,starmie,1,,121,starmie,data/images/silhouette/121.png
data/images/hq/122-Galar.png,mr-mime-galar,1,galar,122,mr-mime,data/images/silhouette/122-Galar.png
data/images/hq/122.png,mr-mime,1,,122,mr-mime,data/images/silhouette/122.png
data/images/hq/123.png,scyther,1,,123,scyther,data/images/silhouette/123.png
data/images/hq/124.png,jynx,1,,124,jynx,data/images/silhouette/124.png
data/images/hq/125.png,electabuzz,1,,125,electabuzz,data/images/silhouette/125.png
data/images/hq/126.png,magmar,1,,126,magmar,data/images/silhouette/126.png
data/images/hq/127-Mega.png,pinsir-mega,1,mega,127,pinsir,data/images/silhouette/127-Mega.png
data/images/hq/127.png,pinsir,1,,127,pinsir,data/images/silhouette/127.png
data/images/hq/128.png,tauros,1,,128,tauros,data/images/silhouette/128.png
data/images/hq/129.png,magikarp,1,,129,magikarp,data/images/silhouette/129.png
data/images/hq/130-Mega.png,gyarados-mega,1,mega,130,gyarados,data/images/silhouette/130-Mega.png
data/images/hq/130.png,gyarados,1,,130,gyarados,data/images/silhouette/130.png
data/images/hq/131-Gmax.png,lapras-gmax,1,gmax,131,lapras,data/images/silhouette/131-Gmax.png
data/images/hq/131.png,lapras,1,,131,lapras,data/images/silhouette/131.png
data/images/hq/132.png,ditto,1,,132,ditto,data/images/silhouette/132.png
data/images/hq/133-Gmax.png,eevee-gmax,1,gmax,133,eevee,data/images/silhouette/133-Gmax.png
data/images/hq/133-Starter.png,eevee-starter,1,starter,133,eevee,data/images/silhouette/133-Starter.png
data/images/hq/133.png,eevee,1,,133,eevee,data/images/silhouette/133.png
data/images/hq/134.png,vaporeon,1,,134,vaporeon,data/images/silhouette/134.png
data/images/hq/135.png,jolteon,1,,135,jolteon,data/images/silhouette/135.png
data/images/hq/136.png,flareon,1,,136,flareon,data/images/silhouette/136.png
data/images/hq/137.png,porygon,1,,137,porygon,data/images/silhouette/137.png
data/images/hq/138.png,omanyte,1,,138,omanyte,data/images/silhouette/138.png
data/images/hq/139.png,omastar,1,,139,omastar,data/images/silhouette/139.png
data/images/hq/140.png,kabuto,1,,140,kabuto,data/images/silhouette/140.png
data/images/hq/141.png,kabutops,1,,141,kabutops,data/images/silhouette/141.png
data/images/hq/142-Mega.png,aerodactyl-mega,1,mega,142,aerodactyl,data/images/silhouette/142-Mega.png
data/images/hq/142.png,aerodactyl,1,,142,aerodactyl,data/images/silhouette/142.png
data/images/hq/143-Gmax.png,snorlax-gmax,1,gmax,143,snorlax,data/images/silhouette/143-Gmax.png
data/images/hq/143.png,snorlax,1,,143,snorlax,data/images/silhouette/143.png
data/images/hq/144-Galar.png,articuno-galar,1,galar,144,articuno,data/images/silhouette/144-Galar.png
data/images/hq/144.png,articuno,1,,144,articuno,data/images/silhouette/144.png
data/images/hq/145-Galar.png,zapdos-galar,1,galar,145,zapdos,data/images/silhouette/145-Galar.png
data/images/hq/145.png,zapdos,1,,145,zapdos,data/images/silhouette/145.png
data/images/hq/146-Galar.png,moltres-galar,1,galar,146,moltres,data/images/silhouette/146-Galar.png
data/images/hq/146.png,moltres,1,,146,moltres,data/images/silhouette/146.png
data/images/hq/147.png,dratini,1,,147,dratini,data/images/silhouette/147.png
data/images/hq/148.png,dragonair,1,,148,dragonair,data/images/silhouette/148.png
data/images/hq/149.png,dragonite,1,,149,dragonite,data/images/silhouette/149.png
data/images/hq/150-Mega-X.png,mewtwo-mega-x,1,mega-x,150,mewtwo,data/images/silhouette/150-Mega-X.png
data/images/hq/150-Mega-Y.png,mewtwo-mega-y,1,mega-y,150,mewtwo,data/images/silhouette/150-Mega-Y.png
data/images/hq/150.png,mewtwo,1,,150,mewtwo,data/images/silhouette/150.png
data/images/hq/151.png,mew,1,,151,mew,data/images/silhouette/151.png
data/images/hq/152.png,chikorita,2,,152,chikorita,data/images/silhouette/152.png
data/images/hq/153.png,bayleef,2,,153,bayleef,data/images/silhouette/153.png
data/images/hq/154.png,meganium,2,,154,meganium,data/images/silhouette/154.png
data/images/hq/155.png,cyndaquil,2,,155,cyndaquil,data/images/silhouette/155.png
data/images/hq/156.png,quilava,2,,156,quilava,data/images/silhouette/156.png
data/images/hq/157-Hisui.png,typhlosion-hisui,2,hisui,157,typhlosion,data/images/silhouette/157-Hisui.png
data/images/hq/157.png,typhlosion,2,,157,typhlosion,data/images/silhouette/157.png
data/images/hq/158.png,totodile,2,,158,totodile,data/images/silhouette/158.png
data/images/hq/159.png,croconaw,2,,159,croconaw,data/images/silhouette/159.png
data/images/hq/160.png,feraligatr,2,,160,feraligatr,data/images/silhouette/160.png
data/images/hq/161.png,sentret,2,,161,sentret,data/images/silhouette/161.png
data/images/hq/162.png,furret,2,,162,furret,data/images/silhouette/162.png
data/images/hq/163.png,hoothoot,2,,163,hoothoot,data/images/silhouette/163.png
data/images/hq/164.png,noctowl,2,,164,noctowl,data/images/silhouette/164.png
data/images/hq/165.png,ledyba,2,,165,ledyba,data/images/silhouette/165.png
data/images/hq/166.png,ledian,2,,166,ledian,data/images/silhouette/166.png
data/images/hq/167.png,spinarak,2,,167,spinarak,data/images/silhouette/167.png
data/images/hq/168.png,ariados,2,,168,ariados,data/images/silhouette/168.png
data/images/hq/169.png,crobat,2,,169,crobat,data/images/silhouette/169.png
data/images/hq/170.png,chinchou,2,,170,chinchou,data/images/silhouette/170.png
data/images/hq/171.png,lanturn,2,,171,lanturn,data/images/silhouette/171.png
data/images/hq/172.png,pichu,2,,172,pichu,data/images/silhouette/172.png
data/images/hq/173.png,cleffa,2,,173,cleffa,data/images/silhouette/173.png
data/images/hq/174.png,igglybuff,2,,174,igglybuff,data/images/silhouette/174.png
data/images/hq/175.png,togepi,2,,175,togepi,data/images/silhouette/175.png
data/images/hq/176.png,togetic,2,,176,togetic,data/images/silhouette/176.png
data/images/hq/177.png,natu,2,,177,natu,data/images/silhouette/177.png
data/images/hq/178.png,xatu,2,,178,xatu,data/images/silhouette/178.png
data/images/hq/179.png,mareep,2,,179,mareep,data/images/silhouette/179.png
data/images/hq/180.png,flaaffy,2,,180,flaaffy,data/images/silhouette/180.png
data/images/hq/181-Mega.png,ampharos-mega,2,mega,181,ampharos,data/images/silhouette/181-Mega.png
data/images/hq/181.png,ampharos,2,,181,ampharos,data/images/silhouette/181.png
data/images/hq/182.png,bellossom,2,,182,bellossom,data/images/silhouette/182.png
data/images/hq/183.png,marill,2,,183,marill,data/images/silhouette/183.png
data/images/hq/184.png,azumarill,2,,184,azumarill,data/images/silhouette/184.png
data/images/hq/185.png,sudowoodo,2,,185,sudowoodo,data/images/silhouette/185.png
data/images/hq/186.png,politoed,2,,186,politoed,data/images/silhouette/186.png
data/images/hq/187.png,hoppip,2,,187,hoppip,data/images/silhouette/187.png
data/images/hq/188.png,skiploom,2,,188,skiploom,data/images/silhouette/188.png
data/images/hq/189.png,jumpluff,2,,189,jumpluff,data/images/silhouette/189.png
data/images/hq/190.png,aipom,2,,190,aipom,data/images/silhouette/190.png
data/images/hq/191.png,sunkern,2,,191,sunkern,data/images/silhouette/191.png
data/images/hq/192.png,sunflora,2,,192,sunflora,data/images/silhouette/192.png
data/images/hq/193.png,yanma,2,,193,yanma,data/images/silhouette/193.png
data/images/hq/194.png,wooper,2,,194,wooper,data/images/silhouette/194.png
data/images/hq/195.png,quagsire,2,,195,quagsire,data/images/silhouette/195.png
data/images/hq/196.png,espeon,2,,196,espeon,data/images/silhouette/196.png
data/images/hq/197.png,umbreon,2,,197,umbreon,data/images/silhouette/197.png
data/images/hq/198.png,murkrow,2,,198,murkrow,data/images/silhouette/198.png
data/images/hq/199-Galar.png,slowking-galar,2,galar,199,slowking,data/images/silhouette/199-Galar.png
data/images/hq/199.png,slowking,2,,199,slowking,data/images/silhouette/199.png
data/images/hq/200.png,misdreavus,2,,200,misdreavus,data/images/silhouette/200.png
data/images/hq/201.png,unown,2,,201,unown,data/images/silhouette/201.png
data/images/hq/202.png,wobbuffet,2,,202,wobbuffet,data/images/silhouette/202.png
data/images/hq/203.png,girafarig,2,,203,girafarig,data/images/silhouette/203.png
data/images/hq/204.png,pineco,2,,204,pineco,data/images/silhouette/204.png
data/images/hq/205.png,forretress,2,,205,forretress,data/images/silhouette/205.png
data/images/hq/206.png,dunsparce,2,,206,dunsparce,data/images/silhouette/206.png
data/images/hq/207.png,gligar,2,,207,gligar,data/images/silhouette/207.png
data/images/hq/208-Mega.png,steelix-mega,2,mega,208,steelix,data/images/silhouette/208-Mega.png
data/images/hq/208.png,steelix,2,,208,steelix,data/images/silhouette/208.png
data/images/hq/209.png,snubbull,2,,209,snubbull,data/images/silhouette/209.png
data/images/hq/210.png,granbull,2,,210,granbull,data/images/silhouette/210.png
data/images/hq/211-Hisui.png,qwilfish-hisui,2,hisui,211,qwilfish,data/images/silhouette/211-Hisui.png
data/images/hq/211.png,qwilfish,2,,211,qwilfish,data/images/silhouette/211.png
data/images/hq/212-Mega.png,scizor-mega,2,mega,212,scizor,data/images/silhouette/212-Mega.png
data/images/hq/212.png,scizor,2,,212,scizor,data/images/silhouette/212.png
data/images/hq/213.png,shuckle,2,,213,shuckle,data/images/silhouette/213.png
data/images/hq/214-Mega.png,heracross-mega,2,mega,214,heracross,data/images/silhouette/214-Mega.png
data/images/hq/214.png,heracross,2,,214,heracross,data/images/silhouette/214.png
data/images/hq/215-Hisui.png,sneasel-hisui,2,hisui,215,sneasel,data/images/silhouette/215-Hisui.png
data/images/hq/215.png,sneasel,2,,215,sneasel,data/images/silhouette/215.png
data/images/hq/216.png,teddiursa,2,,216,teddiursa,data/images/silhouette/216.png
data/images/hq/217.png,ursaring,2,,217,ursaring,data/images/silhouette/217.png
data/images/hq/218.png,slugma,2,,218,slugma,data/images/silhouette/218.png
data/images/hq/219.png,magcargo,2,,219,magcargo,data/images/silhouette/219.png
data/images/hq/220.png,swinub,2,,220,swinub,data/images/silhouette/220.png
data/images/hq/221.png,piloswine,2,,221,piloswine,data/images/silhouette/221.png
data/images/hq/222-Galar.png,corsola-galar,2,galar,222,corsola,data/images/silhouette/222-Galar.png
data/images/hq/222.png,corsola,2,,222,corsola,data/images/silhouette/222.png
data/images/hq/223.png,remoraid,2,,223,remoraid,data/images/silhouette/223.png
data/images/hq/224.png,octillery,2,,224,octillery,data/images/silhouette/224.png
data/images/hq/225.png,delibird,2,,225,delibird,data/images/silhouette/225.png
data/images/hq/226.png,mantine,2,,226,mantine,data/images/silhouette/226.png
data/images/hq/227.png,skarmory,2,,227,skarmory,data/images/silhouette/227.png
data/images/hq/228.png,houndour,2,,228,houndour,data/images/silhouette/228.png
data/images/hq/229-Mega.png,houndoom-mega,2,mega,229,houndoom,data/images/silhouette/229-Mega.png
data/images/hq/229.png,houndoom,2,,229,houndoom,data/images/silhouette/229.png
data/images/hq/230.png,kingdra,2,,230,kingdra,data/images/silhouette/230.png
data/images/hq/231.png,phanpy,2,,231,phanpy,data/images/silhouette/231.png
data/images/hq/232.png,donphan,2,,232,donphan,data/images/silhouette/232.png
data/images/hq/233.png,porygon2,2,,233,porygon2,data/images/silhouette/233.png
data/images/hq/234.png,stantler,2,,234,stantler,data/images/silhouette/234.png
data/images/hq/235.png,smeargle,2,,235,smeargle,data/images/silhouette/235.png
data/images/hq/236.png,tyrogue,2,,236,tyrogue,data/images/silhouette/236.png
data/images/hq/237.png,hitmontop,2,,237,hitmontop,data/images/silhouette/237.png
data/images/hq/238.png,smoochum,2,,238,smoochum,data/images/silhouette/238.png
data/images/hq/239.png,elekid,2,,239,elekid,data/images/silhouette/239.png
data/images/hq/240.png,magby,2,,240,magby,data/images/silhouette/240.png
