image_path,label,gen,form,base_id,base_name
data/images/hq/070.png,weepinbell,1,,70,weepinbell
data/images/hq/071.png,victreebel,1,,71,victreebel
data/images/hq/072.png,tentacool,1,,72,tentacool
data/images/hq/073.png,tentacruel,1,,73,tentacruel
data/images/hq/074-Alola.png,geodude-alola,1,alola,74,geodude
data/images/hq/074.png,geodude,1,,74,geodude
data/images/hq/075-Alola.png,graveler-alola,1,alola,75,graveler
data/images/hq/075.png,graveler,1,,75,graveler
data/images/hq/076-Alola.png,golem-alola,1,alola,76,golem
data/images/hq/076.png,golem,1,,76,golem
data/images/hq/077-Galar.png,ponyta-galar,1,galar,77,ponyta
data/images/hq/077.png,ponyta,1,,77,ponyta
data/images/hq/078-Galar.png,rapidash-galar,1,galar,78,rapidash
data/images/hq/078.png,rapidash,1,,78,rapidash
data/images/hq/079-Galar.png,slowpoke-galar,1,galar,79,slowpoke
data/images/hq/079.png,slowpoke,1,,79,slowpoke
data/images/hq/080-Galar.png,slowbro-galar,1,galar,80,slowbro
data/images/hq/080-Mega.png,slowbro-mega,1,mega,80,slowbro
data/images/hq/080.png,slowbro,1,,80,slowbro
data/images/hq/081.png,magnemite,1,,81,magnemite
data/images/hq/082.png,magneton,1,,82,magneton
data/images/hq/083-Galar.png,farfetchd-galar,1,galar,83,farfetchd
data/images/hq/083.png,farfetchd,1,,83,farfetchd
data/images/hq/084.png,doduo,1,,84,doduo
data/images/hq/085.png,dodrio,1,,85,dodrio
data/images/hq/086.png,seel,1,,86,seel
data/images/hq/087.png,dewgong,1,,87,dewgong
data/images/hq/088-Alola.png,grimer-alola,1,alola,88,grimer
data/images/hq/088.png,grimer,1,,88,grimer
data/images/hq/089-Alola.png,muk-alola,1,alola,89,muk
data/images/hq/089.png,muk,1,,89,muk
data/images/hq/090.png,shellder,1,,90,shellder
data/images/hq/091.png,cloyster,1,,91,cloyster
data/images/hq/092.png,gastly,1,,92,gastly
data/images/hq/093.png,haunter,1,,93,haunter
data/images/hq/094-Gmax.png,gengar-gmax,1,gmax,94,gengar
data/images/hq/094-Mega.png,gengar-mega,1,mega,94,gengar
data/images/hq/094.png,gengar,1,,94,gengar
data/images/hq/095.png,onix,1,,95,onix
data/images/hq/096.png,drowzee,1,,96,drowzee
data/images/hq/097.png,hypno,1,,97,hypno
data/images/hq/098.png,krabby,1,,98,krabby
data/images/hq/099-Gmax.png,kingler-gmax,1,gmax,99,kingler
data/images/hq/099.png,kingler,1,,99,kingler
data/images/hq/100-Hisui.png,voltorb-hisui,1,hisui,100,voltorb
data/images/hq/100.png,voltorb,1,,100,voltorb
data/images/hq/101-Hisui.png,electrode-hisui,1,hisui,101,electrode
data/images/hq/101.png,electrode,1,,101,electrode
data/images/hq/102.png,exeggcute,1,,102,exeggcute
data/images/hq/103-Alola.png,exeggutor-alola,1,alola,103,exeggutor
data/images/hq/103.png,exeggutor,1,,103,exeggutor
data/images/hq/104.png,cubone,1,,104,cubone
data/images/hq/105-Alola.png,marowak-alola,1,alola,105,marowak
data/images/hq/105.png,marowak,1,,105,marowak
data/images/hq/106.png,hitmonlee,1,,106,hitmonlee
data/images/hq/107.png,hitmonchan,1,,107,hitmonchan
data/images/hq/108.png,lickitung,1,,108,lickitung
data/images/hq/109.png,koffing,1,,109,koffing
data/images/hq/110-Galar.png,weezing-galar,1,galar,110,weezing
data/images/hq/110.png,weezing,1,,110,weezing
data/images/hq/111.png,rhyhorn,1,,111,rhyhorn
data/images/hq/112.png,rhydon,1,,112,rhydon
data/images/hq/113.png,chansey,1,,113,chansey
data/images/hq/114.png,tangela,1,,114,tangela
data/images/hq/115-Mega.png,kangaskhan-mega,1,mega,115,kangaskhan
data/images/hq/115.png,kangaskhan,1,,115,kangaskhan
data/images/hq/116.png,horsea,1,,116,horsea
data/images/hq/117.png,seadra,1,,117,seadra
data/images/hq/118.png,goldeen,1,,118,goldeen
data/images/hq/119.png,seaking,1,,119,seaking
data/images/hq/120.png,staryu,1,,120,staryu
data/images/hq/121.png,starmie,1,,121,starmie
data/images/hq/122-Galar.png,mr-mime-galar,1,galar,122,mr-mime
data/images/hq/122.png,mr-mime,1,,122,mr-mime
data/images/hq/123.png,scyther,1,,123,scyther
data/images/hq/124.png,jynx,1,,124,jynx
data/images/hq/125.png,electabuzz,1,,125,electabuzz
data/images/hq/126.png,magmar,1,,126,magmar
data/images/hq/127-Mega.png,pinsir-mega,1,mega,127,pinsir
data/images/hq/127.png,pinsir,1,,127,pinsir
data/images/hq/128.png,tauros,1,,128,tauros
data/images/hq/129.png,magikarp,1,,129,magikarp
data/images/hq/130-Mega.png,gyarados-mega,1,mega,130,gyarados
data/images/hq/130.png,gyarados,1,,130,gyarados
data/images/hq/131-Gmax.png,lapras-gmax,1,gmax,131,lapras
data/images/hq/131.png,lapras,1,,131,lapras
data/images/hq/132.png,ditto,1,,132,ditto
data/images/hq/133-Gmax.png,eevee-gmax,1,gmax,133,eevee
data/images/hq/133-Starter.png,eevee-starter,1,starter,133,eevee
data/images/hq/133.png,eevee,1,,133,eevee
data/images/hq/134.png,vaporeon,1,,134,vaporeon
data/images/hq/135.png,jolteon,1,,135,jolteon
data/images/hq/136.png,flareon,1,,136,flareon
data/images/hq/137.png,porygon,1,,137,porygon
data/images/hq/138.png,omanyte,1,,138,omanyte
data/images/hq/139.png,omastar,1,,139,omastar
data/images/hq/140.png,kabuto,1,,140,kabuto
data/images/hq/141.png,kabutops,1,,141,kabutops
data/images/hq/142-Mega.png,aerodactyl-mega,1,mega,142,aerodactyl
data/images/hq/142.png,aerodactyl,1,,142,aerodactyl
data/images/hq/143-Gmax.png,snorlax-gmax,1,gmax,143,snorlax
data/images/hq/143.png,snorlax,1,,143,snorlax
data/images/hq/144-Galar.png,articuno-galar,1,galar,144,articuno
data/images/hq/144.png,articuno,1,,144,articuno
data/images/hq/145-Galar.png,zapdos-galar,1,galar,145,zapdos
data/images/hq/145.png,zapdos,1,,145,zapdos
data/images/hq/146-Galar.png,moltres-galar,1,galar,146,moltres
data/images/hq/146.png,moltres,1,,146,moltres
data/images/hq/147.png,dratini,1,,147,dratini
data/images/hq/148.png,dragonair,1,,148,dragonair
data/images/hq/149.png,dragonite,1,,149,dragonite
data/images/hq/150-Mega-X.png,mewtwo-mega-x,1,mega-x,150,mewtwo
data/images/hq/150-Mega-Y.png,mewtwo-mega-y,1,mega-y,150,mewtwo
data/images/hq/150.png,mewtwo,1,,150,mewtwo
data/images/hq/151.png,mew,1,,151,mew
data/images/hq/152.png,chikorita,2,,152,chikorita
data/images/hq/153.png,bayleef,2,,153,bayleef
data/images/hq/154.png,meganium,2,,154,meganium
data/images/hq/155.png,cyndaquil,2,,155,cyndaquil
data/images/hq/156.png,quilava,2,,156,quilava
data/images/hq/157-Hisui.png,typhlosion-hisui,2,hisui,157,typhlosion
data/images/hq/157.png,typhlosion,2,,157,typhlosion
data/images/hq/158.png,totodile,2,,158,totodile
data/images/hq/159.png,croconaw,2,,159,croconaw
data/images/hq/160.png,feraligatr,2,,160,feraligatr
data/images/hq/161.png,sentret,2,,161,sentret
data/images/hq/162.png,furret,2,,162,furret
data/images/hq/163.png,hoothoot,2,,163,hoothoot
data/images/hq/164.png,noctowl,2,,164,noctowl
data/images/hq/165.png,ledyba,2,,165,ledyba
data/images/hq/166.png,ledian,2,,166,ledian
data/images/hq/167.png,spinarak,2,,167,spinarak
data/images/hq/168.png,ariados,2,,168,ariados
data/images/hq/169.png,crobat,2,,169,crobat
data/images/hq/170.png,chinchou,2,,170,chinchou
data/images/hq/171.png,lanturn,2,,171,lanturn
data/images/hq/172.png,pichu,2,,172,pichu
data/images/hq/173.png,cleffa,2,,173,cleffa
data/images/hq/174.png,igglybuff,2,,174,igglybuff
data/images/hq/175.png,togepi,2,,175,togepi
data/images/hq/176.png,togetic,2,,176,togetic
data/images/hq/177.png,natu,2,,177,natu
data/images/hq/178.png,xatu,2,,178,xatu
data/images/hq/179.png,mareep,2,,179,mareep
data/images/hq/180.png,flaaffy,2,,180,flaaffy
data/images/hq/181-Mega.png,ampharos-mega,2,mega,181,ampharos
data/images/hq/181.png,ampharos,2,,181,ampharos
data/images/hq/182.png,bellossom,2,,182,bellossom
data/images/hq/183.png,marill,2,,183,marill
data/images/hq/184.png,azumarill,2,,184,azumarill
data/images/hq/185.png,sudowoodo,2,,185,sudowoodo
data/images/hq/186.png,politoed,2,,186,politoed
data/images/hq/187.png,hoppip,2,,187,hoppip
data/images/hq/188.png,skiploom,2,,188,skiploom
data/images/hq/189.png,jumpluff,2,,189,jumpluff
data/images/hq/190.png,aipom,2,,190,aipom
data/images/hq/191.png,sunkern,2,,191,sunkern
data/images/hq/192.png,sunflora,2,,192,sunflora
data/images/hq/193.png,yanma,2,,193,yanma
data/images/hq/194.png,wooper,2,,194,wooper
data/images/hq/195.png,quagsire,2,,195,quagsire
data/images/hq/196.png,espeon,2,,196,espeon
data/images/hq/197.png,umbreon,2,,197,umbreon
data/images/hq/198.png,murkrow,2,,198,murkrow
data/images/hq/199-Galar.png,slowking-galar,2,galar,199,slowking
data/images/hq/199.png,slowking,2,,199,slowking
data/images/hq/200.png,misdreavus,2,,200,misdreavus
data/images/hq/201.png,unown,2,,201,unown
data/images/hq/202.png,wobbuffet,2,,202,wobbuffet
data/images/hq/203.png,girafarig,2,,203,girafarig
data/images/hq/204.png,pineco,2,,204,pineco
data/images/hq/205.png,forretress,2,,205,forretress
data/images/hq/206.png,dunsparce,2,,206,dunsparce
data/images/hq/207.png,gligar,2,,207,gligar
data/images/hq/208-Mega.png,steelix-mega,2,mega,208,steelix
data/images/hq/208.png,steelix,2,,208,steelix
data/images/hq/209.png,snubbull,2,,209,snubbull
data/images/hq/210.png,granbull,2,,210,granbull
data/images/hq/211-Hisui.png,qwilfish-hisui,2,hisui,211,qwilfish
data/images/hq/211.png,qwilfish,2,,211,qwilfish
data/images/hq/212-Mega.png,scizor-mega,2,mega,212,scizor
data/images/hq/212.png,scizor,2,,212,scizor
data/images/hq/213.png,shuckle,2,,213,shuckle
data/images/hq/214-Mega.png,heracross-mega,2,mega,214,heracross
data/images/hq/214.png,heracross,2,,214,heracross
data/images/hq/215-Hisui.png,sneasel-hisui,2,hisui,215,sneasel
data/images/hq/215.png,sneasel,2,,215,sneasel
data/images/hq/216.png,teddiursa,2,,216,teddiursa
data/images/hq/217.png,ursaring,2,,217,ursaring
data/images/hq/218.png,slugma,2,,218,slugma
data/images/hq/219.png,magcargo,2,,219,magcargo
data/images/hq/220.png,swinub,2,,220,swinub
data/images/hq/221.png,piloswine,2,,221,piloswine
data/images/hq/222-Galar.png,corsola-galar,2,galar,222,corsola
data/images/hq/222.png,corsola,2,,222,corsola
data/images/hq/223.png,remoraid,2,,223,remoraid
data/images/hq/224.png,octillery,2,,224,octillery
data/images/hq/225.png,delibird,2,,225,delibird
data/images/hq/226.png,mantine,2,,226,mantine
data/images/hq/227.png,skarmory,2,,227,skarmory
data/images/hq/228.png,houndour,2,,228,houndour
data/images/hq/229-Mega.png,houndoom-mega,2,mega,229,houndoom
data/images/hq/229.png,houndoom,2,,229,houndoom
data/images/hq/230.png,kingdra,2,,230,kingdra
data/images/hq/231.png,phanpy,2,,231,phanpy
data/images/hq/232.png,donphan,2,,232,donphan
data/images/hq/233.png,porygon2,2,,233,porygon2
data/images/hq/234.png,stantler,2,,234,stantler
data/images/hq/235.png,smeargle,2,,235,smeargle
data/images/hq/236.png,tyrogue,2,,236,tyrogue
data/images/hq/237.png,hitmontop,2,,237,hitmontop
data/images/hq/238.png,smoochum,2,,238,smoochum
data/images/hq/239.png,elekid,2,,239,elekid
data/images/hq/240.png,magby,2,,240,magby
data/images/hq/241.png,miltank,2,,241,miltank
data/images/hq/242.png,blissey,2,,242,blissey
data/images/hq/243.png,raikou,2,,243,raikou
data/images/hq/244.png,entei,2,,244,entei
data/images/hq/245.png,suicune,2,,245,suicune
data/images/hq/246.png,larvitar,2,,246,larvitar
data/images/hq/247.png,pupitar,2,,247,pupitar
data/images/hq/248-Mega.png,tyranitar-mega,2,mega,248,tyranitar
data/images/hq/248.png,tyranitar,2,,248,tyranitar
data/images/hq/249.png,lugia,2,,249,lugia
data/images/hq/250.png,ho-oh,2,,250,ho-oh
data/images/hq/251.png,celebi,2,,251,celebi
data/images/hq/252.png,treecko,3,,252,treecko
data/images/hq/253.png,grovyle,3,,253,grovyle
data/images/hq/254-Mega.png,sceptile-mega,3,mega,254,sceptile
data/images/hq/254.png,sceptile,3,,254,sceptile
data/images/hq/255.png,torchic,3,,255,torchic
data/images/hq/256.png,combusken,3,,256,combusken
data/images/hq/257-Mega.png,blaziken-mega,3,mega,257,blaziken
data/images/hq/257.png,blaziken,3,,257,blaziken
data/images/hq/258.png,mudkip,3,,258,mudkip
data/images/hq/259.png,marshtomp,3,,259,marshtomp
data/images/hq/260-Mega.png,swampert-mega,3,mega,260,swampert
data/images/hq/260.png,swampert,3,,260,swampert
data/images/hq/261.png,poochyena,3,,261,poochyena
data/images/hq/262.png,mightyena,3,,262,mightyena
data/images/hq/263-Galar.png,zigzagoon-galar,3,galar,263,zigzagoon
data/images/hq/263.png,zigzagoon,3,,263,zigzagoon
data/images/hq/264-Galar.png,linoone-galar,3,galar,264,linoone
data/images/hq/264.png,linoone,3,,264,linoone
data/images/hq/265.png,wurmple,3,,265,wurmple
data/images/hq/266.png,silcoon,3,,266,silcoon
data/images/hq/267.png,beautifly,3,,267,beautifly
data/images/hq/268.png,cascoon,3,,268,cascoon
data/images/hq/269.png,dustox,3,,269,dustox
data/images/hq/270.png,lotad,3,,270,lotad
data/images/hq/271.png,lombre,3,,271,lombre
data/images/hq/272.png,ludicolo,3,,272,ludicolo
data/images/hq/273.png,seedot,3,,273,seedot
data/images/hq/274.png,nuzleaf,3,,274,nuzleaf
data/images/hq/275.png,shiftry,3,,275,shiftry
data/images/hq/276.png,taillow,3,,276,taillow
data/images/hq/277.png,swellow,3,,277,swellow
data/images/hq/278.png,wingull,3,,278,wingull
data/images/hq/279.png,pelipper,3,,279,pelipper
data/images/hq/280.png,ralts,3,,280,ralts
data/images/hq/281.png,kirlia,3,,281,kirlia
data/images/hq/282-Mega.png,gardevoir-mega,3,mega,282,gardevoir
data/images/hq/282.png,gardevoir,3,,282,gardevoir
data/images/hq/283.png,surskit,3,,283,surskit
data/images/hq/284.png,masquerain,3,,284,masquerain
data/images/hq/285.png,shroomish,3,,285,shroomish
data/images/hq/286.png,breloom,3,,286,breloom
data/images/hq/287.png,slakoth,3,,287,slakoth
data/images/hq/288.png,vigoroth,3,,288,vigoroth
data/images/hq/289.png,slaking,3,,289,slaking
data/images/hq/290.png,nincada,3,,290,nincada
data/images/hq/291.png,ninjask,3,,291,ninjask
data/images/hq/292.png,shedinja,3,,292,shedinja
data/images/hq/293.png,whismur,3,,293,whismur
data/images/hq/294.png,loudred,3,,294,loudred
data/images/hq/295.png,exploud,3,,295,exploud
data/images/hq/296.png,makuhita,3,,296,makuhita
data/images/hq/297.png,hariyama,3,,297,hariyama
data/images/hq/298.png,azurill,3,,298,azurill
data/images/hq/299.png,nosepass,3,,299,nosepass
data/images/hq/300.png,skitty,3,,300,skitty
data/images/hq/301.png,delcatty,3,,301,delcatty
data/images/hq/302-Mega.png,sableye-mega,3,mega,302,sableye
data/images/hq/302.png,sableye,3,,302,sableye
data/images/hq/303-Mega.png,mawile-mega,3,mega,303,mawile
data/images/hq/303.png,mawile,3,,303,mawile
data/images/hq/304.png,aron,3,,304,aron
data/images/hq/305.png,lairon,3,,305,lairon
data/images/hq/306-Mega.png,aggron-mega,3,mega,306,aggron
data/images/hq/306.png,aggron,3,,306,aggron
data/images/hq/307.png,meditite,3,,307,meditite
data/images/hq/308-Mega.png,medicham-mega,3,mega,308,medicham
data/images/hq/308.png,medicham,3,,308,medicham
data/images/hq/309.png,electrike,3,,309,electrike
data/images/hq/310-Mega.png,manectric-mega,3,mega,310,manectric
data/images/hq/310.png,manectric,3,,310,manectric
data/images/hq/311.png,plusle,3,,311,plusle
data/images/hq/312.png,minun,3,,312,minun
data/images/hq/313.png,volbeat,3,,313,volbeat
data/images/hq/314.png,illumise,3,,314,illumise
data/images/hq/315.png,roselia,3,,315,roselia
data/images/hq/316.png,gulpin,3,,316,gulpin
data/images/hq/317.png,swalot,3,,317,swalot
data/images/hq/318.png,carvanha,3,,318,carvanha
data/images/hq/319-Mega.png,sharpedo-mega,3,mega,319,sharpedo
data/images/hq/319.png,sharpedo,3,,319,sharpedo
data/images/hq/320.png,wailmer,3,,320,wailmer
data/images/hq/321.png,wailord,3,,321,wailord
data/images/hq/322.png,numel,3,,322,numel
data/images/hq/323-Mega.png,camerupt-mega,3,mega,323,camerupt
data/images/hq/323.png,camerupt,3,,323,camerupt
data/images/hq/324.png,torkoal,3,,324,torkoal
data/images/hq/325.png,spoink,3,,325,spoink
data/images/hq/326.png,grumpig,3,,326,grumpig
data/images/hq/327.png,spinda,3,,327,spinda
data/images/hq/328.png,trapinch,3,,328,trapinch
data/images/hq/329.png,vibrava,3,,329,vibrava
data/images/hq/330.png,flygon,3,,330,flygon
data/images/hq/331.png,cacnea,3,,331,cacnea
data/images/hq/332.png,cacturne,3,,332,cacturne
data/images/hq/333.png,swablu,3,,333,swablu
data/images/hq/334-Mega.png,altaria-mega,3,mega,334,altaria
data/images/hq/334.png,altaria,3,,334,altaria
data/images/hq/335.png,zangoose,3,,335,zangoose
data/images/hq/336.png,seviper,3,,336,seviper
data/images/hq/337.png,lunatone,3,,337,lunatone
data/images/hq/338.png,solrock,3,,338,solrock
data/images/hq/339.png,barboach,3,,339,barboach
data/images/hq/340.png,whiscash,3,,340,whiscash
data/images/hq/341.png,corphish,3,,341,corphish
data/images/hq/342.png,crawdaunt,3,,342,crawdaunt
data/images/hq/343.png,baltoy,3,,343,baltoy
data/images/hq/344.png,claydol,3,,344,claydol
data/images/hq/345.png,lileep,3,,345,lileep
data/images/hq/346.png,cradily,3,,346,cradily
data/images/hq/347.png,anorith,3,,347,anorith
data/images/hq/348.png,armaldo,3,,348,armaldo
data/images/hq/349.png,feebas,3,,349,feebas
data/images/hq/350.png,milotic,3,,350,milotic
data/images/hq/351-Rainy.png,castform-rainy,3,rainy,351,castform
data/images/hq/351-Snowy.png,castform-snowy,3,snowy,351,castform
data/images/hq/351-Sunny.png,castform-sunny,3,sunny,351,castform
data/images/hq/351.png,castform,3,,351,castform
data/images/hq/352.png,kecleon,3,,352,kecleon
data/images/hq/353.png,shuppet,3,,353,shuppet
data/images/hq/354-Mega.png,banette-mega,3,mega,354,banette
data/images/hq/354.png,banette,3,,354,banette
data/images/hq/355.png,duskull,3,,355,duskull
data/images/hq/356.png,dusclops,3,,356,dusclops
data/images/hq/357.png,tropius,3,,357,tropius
data/images/hq/358.png,chimecho,3,,358,chimecho
data/images/hq/359-Mega.png,absol-mega,3,mega,359,absol
data/images/hq/359.png,absol,3,,359,absol
data/images/hq/360.png,wynaut,3,,360,wynaut
data/images/hq/361.png,snorunt,3,,361,snorunt
data/images/hq/362-Mega.png,glalie-mega,3,mega,362,glalie
data/images/hq/362.png,glalie,3,,362,glalie
data/images/hq/363.png,spheal,3,,363,spheal
data/images/hq/364.png,sealeo,3,,364,sealeo
data/images/hq/365.png,walrein,3,,365,walrein
data/images/hq/366.png,clamperl,3,,366,clamperl
data/images/hq/367.png,huntail,3,,367,huntail
data/images/hq/368.png,gorebyss,3,,368,gorebyss
data/images/hq/369.png,relicanth,3,,369,relicanth
data/images/hq/370.png,luvdisc,3,,370,luvdisc
data/images/hq/371.png,bagon,3,,371,bagon
data/images/hq/372.png,shelgon,3,,372,shelgon
data/images/hq/373-Mega.png,salamence-mega,3,mega,373,salamence
data/images/hq/373.png,salamence,3,,373,salamence
data/images/hq/374.png,beldum,3,,374,beldum
data/images/hq/375.png,metang,3,,375,metang
data/images/hq/376-Mega.png,metagross-mega,3,mega,376,metagross
data/images/hq/376.png,metagross,3,,376,metagross
data/images/hq/377.png,regirock,3,,377,regirock
data/images/hq/378.png,regice,3,,378,regice
data/images/hq/379.png,registeel,3,,379,registeel
data/images/hq/380-Mega.png,latias-mega,3,mega,380,latias
data/images/hq/380.png,latias,3,,380,latias
data/images/hq/381-Mega.png,latios-mega,3,mega,381,latios
data/images/hq/381.png,latios,3,,381,latios
data/images/hq/382-Primal.png,kyogre-primal,3,primal,382,kyogre
data/images/hq/382.png,kyogre,3,,382,kyogre
data/images/hq/383-Primal.png,groudon-primal,3,primal,383,groudon
data/images/hq/383.png,groudon,3,,383,groudon
data/images/hq/384-Mega.png,rayquaza-mega,3,mega,384,rayquaza
data/images/hq/384.png,rayquaza,3,,384,rayquaza
data/images/hq/385.png,jirachi,3,,385,jirachi
data/images/hq/386-Attack.png,deoxys-normal-attack,3,attack,386,deoxys-normal
data/images/hq/386-Defense.png,deoxys-normal-defense,3,defense,386,deoxys-normal
